Word,Length,LgSUBTLWF,Ortho_N,Phono_N,BG_Mean,Pron,NPhon,NSyll,POS,I_LexDec_Mean_RT,I_NMG_Mean_RT,AoA,Conc.M,Consist
Guinness,8,1.76,0,1,2344.14,"g""I.nIs",5,2,NN,846.26,878.45,NA,NA,NA
guise,5,1.46,2,18,1400.75,"g""aIz",3,1,NN,665.17,686.43,13.12,2.52,0.333333
guises,6,0.6,1,4,2018.4,"g""aIz.@z",5,2,NN,737,858,NA,NA,NA
guitar,6,2.9,0,0,1566.4,"gI.t""Ar",5,2,NN,644.45,631.71,5.32,4.9,NA
guitarist,9,1.57,0,0,2128.75,"gI.t""Ar.Ist",8,3,NN,743,709.48,9.26,4.58,NA
guitars,7,1.79,0,0,1550.17,"gI.t""Arz",6,2,NN,666.42,661.28,NA,NA,NA
gulch,5,1.57,1,5,752.5,"g""VltS",4,1,NN,716.76,642.96,NA,NA,1
gulf,4,2.38,3,5,504.33,"g""Vlf",4,1,NN,723.25,574.33,9.37,4.08,1
gulf's,6,NULL,1,2,508.8,"g""Vlfs",5,1,encl,786.33,653.93,NA,NA,NA
gull,4,1.76,13,20,1009.67,"g""Vl",3,1,NN|VB,696.83,606.4,8.65,4.08,0.727273
gulled,6,0.3,6,10,2186,"g""Vld",4,1,VB|JJ,666.06,635.88,NA,NA,NA
gullet,6,1.4,3,2,1559.8,"g""V.l@t",5,2,NN,811.3,727.08,13.35,NA,NA
gullibility,11,0.7,0,0,1384.6,"g%V.l@.b""Il.@.4i",10,5,NN,961.88,880.24,10.63,1.48,NA
gullible,8,1.81,0,0,1538.14,"g""V.l@.bl=",6,3,JJ,749.34,669.68,10.83,1.78,NA
gullies,7,0.6,1,1,1919.83,"g""V.liz",5,2,NN,921.29,761.46,NA,NA,NA
gulling,7,NULL,2,3,2765.17,"g""Vl.IN",5,2,VB|NN|JJ,625.14,721.6,NA,NA,NA
Gulliver's,10,NULL,0,0,1767.67,"g""V.lI.v@`z",7,3,encl,819,833.67,NA,NA,NA
gully,5,1.68,5,13,1143.25,"g""V.li",4,2,NN,863.67,718.58,10.78,4.33,NA
gulp,4,1.71,3,5,498.33,"g""Vlp",4,1,NN|VB,675.66,592.48,7.29,4.19,1
gulped,6,0.48,1,2,1528.6,"g""Vlpt",5,1,VB,676.41,658.75,NA,NA,NA
gulps,5,1.15,0,2,450.25,"g""Vlps",5,1,NN|VB,767.69,603.14,NA,NA,1
gum,3,2.84,11,17,503.5,"g""Vm",3,1,NN,626.06,610.85,4.89,4.89,1
gumbo,5,1.66,1,1,550.25,"g""Vm.bo",5,2,NN,835.19,614.68,12.05,4.39,NA
gumdrop,7,0.95,0,0,717,"g""Vm.dr%Ap",7,2,NN,860.29,836.85,5.53,4.9,NA
gumming,7,0.9,3,9,2262.5,"g""Vm.IN",5,2,VB|NN,999.56,729.44,NA,3.27,NA
gummy,5,1.59,4,11,372.25,"g""Vm.i",4,2,JJ,794.35,634.78,8.89,3.7,NA
gumption,8,1.4,0,0,2019.86,"g""Vmp.Sn=",6,2,NN,843.62,814.1,12.27,1.74,NA
gums,4,1.99,7,9,401.33,"g""Vmz",4,1,NN,659.1,597.93,NA,NA,1
gumshoe,7,1.28,0,0,639.83,"g""Vm.S%u",5,2,NN,947.25,689.92,11.11,3.88,NA
gun,3,4.04,13,24,1116.5,"g""Vn",3,1,NN|VB,578.41,613.59,5.58,1,1
gunbarrel,9,NULL,0,0,1611.5,"g@n.""bar@l",8,3,NULL,818.43,754.04,NA,NA,NA
gunboat,7,1.52,0,0,1276.83,"g""Vn.b%ot",6,2,NN,787.25,673.89,10.69,4.36,NA
gunfighter,10,1.86,0,0,1728.33,"g""Vn.f%aI4.@`",7,3,NN,768.82,660.54,7.18,4.34,NA
gunfights,9,0.9,0,0,750.5,"g""Vn.f%aIts",7,2,NN,791.94,667.21,NA,NA,NA
gunfire,7,2.43,0,0,1453.33,"g""Vn.f%aIr",6,2,NN,663.76,648.96,7.52,4.66,NA
gunflint,8,NULL,0,0,2243.29,"g""Vn.fl%Int",8,2,NN,976.55,727.71,NA,NA,NA
gunk,4,1.4,8,9,839.67,"g""VNk",4,1,NN,796.5,653.92,8.11,3.46,1
gunman,6,2.03,1,0,1496.6,"g""Vn.m@n",6,2,NN,706.64,672.89,8.94,4.48,NA
gunmen,6,1.81,1,0,1575.4,"g""Vn.m@n",6,2,NN,770.38,675.26,NA,NA,NA
gunmetal,8,0.48,0,0,1479.43,"g""Vn.m%E.4l=",7,3,NN,1093.72,757.28,13.75,4.27,NA
gunner,6,2.08,1,9,2207.2,"g""Vn.@`",4,2,NN,872.88,576.39,10.13,4.35,NA
gunners,7,1.3,2,3,2084.17,"g""Vn.@`z",5,2,NN,657.19,609.08,NA,NA,NA
gunnery,7,1.66,2,1,1945,"g""Vn.@`.ri",6,3,NN,875.47,753.07,9.71,3.04,NA
gunning,7,1.81,4,7,2488.5,"g""Vn.IN",5,2,VB|NN,855.72,684.11,NA,2.88,NA
gunny,5,1.52,4,16,688.75,"g""V.ni",4,2,NN,755.86,647.73,12.58,NA,NA
gunnysack,9,0.78,0,0,766.38,"""g@ni%sak",7,3,NN,836.05,786.09,11.58,4.52,NA
gunplay,7,1.34,0,0,922,"g""Vn.pl%e",6,2,NN,837.63,769.81,10.45,3.39,NA
gunpoint,8,1.76,0,0,1950.14,"g""Vn.p%OInt",7,2,NN,805.06,636.62,9.37,3.48,NA
gunpowder,9,1.93,0,0,1608.63,"g""Vn.p%aU.4@`",7,3,NN,846.47,684.7,9.74,4.79,NA
gunroom,7,0.6,0,0,1101,"g""Vn.r%um",6,2,NN,778.5,724.96,9.44,NA,NA
gunrunner,9,0.85,0,0,1705.38,"g""Vn.r%Vn.@`",7,3,NN,964.57,783.89,12.06,NA,NA
guns,4,3.49,9,17,1363,"g""Vnz",4,1,NN|VB,568.71,608,NA,NA,1
gun's,5,NULL,2,17,860.25,"g""Vnz",4,1,encl,642.91,574.15,NA,NA,NA
gunshot,7,2.72,0,0,1247.17,"g""Vn.S%At",6,2,NN,629.28,600.48,6.78,4.93,NA
gunslinger,10,1.34,0,0,2828.22,"g""Vn.sl%IN.@`",8,3,NN,981.97,722.23,9.05,4,NA
gunsmith,8,1.2,0,0,1355.29,"g""Vn.sm%IT",7,2,NN,829.24,699.46,10.16,4.7,NA
Gunther,7,2.34,0,1,2414.17,"g""Un.4@`",5,2,NN,864,707.73,NA,NA,NA
gunwale,7,0.48,0,7,1573.17,"g""V.nl=",4,2,NN,951.6,760.82,13.55,NA,NA
guppy,5,1.28,1,5,343.25,"g""V.pi",4,2,NN,1056.86,745.64,8.06,4.88,NA
gurgle,6,1.11,2,5,1177.8,"g""3`.gl=",4,2,NN|VB,809.62,710.56,7.74,4.31,NA
guru,4,1.9,0,0,799,"g""U.ru",4,2,NN,900.59,708.84,13.94,3.6,NA
Gus,3,NULL,7,17,922.5,"g""Vs",3,1,NN,804.41,596.19,NA,NA,NA
gush,4,1.57,10,12,1046.67,"g""VS",3,1,VB|NN,755.5,564.15,10.00,3.38,0.8125
gushed,6,0.7,4,5,1874.8,"g""VSt",4,1,VB,817.59,631.46,NA,NA,0.857143
gusher,6,1.32,1,4,2210.2,"g""VS.@`",4,2,NN,724.38,649.59,8.47,3.56,NA
gushy,5,0.9,5,7,847.25,"g""VS.i",4,2,JJ,757.03,622.88,8.89,2.54,NA
gussets,7,NULL,0,0,1301.17,"g""V.s@ts",6,2,NN,864.43,851.81,NA,NA,NA
gust,4,1.4,9,11,1803.33,"g""Vst",4,1,NN,704.21,618.08,8.12,3.85,1
gustatory,9,0.3,0,0,2027.75,"g""V.st@.tO.ri",9,4,JJ,1092.88,810.88,15.80,NA,NA
gusto,5,1.67,2,2,1694,"g""V.sto",5,2,NN,787.26,620.69,11.53,2.25,NA
gusts,5,1.08,5,7,1604,"g""Vsts",5,1,NN,714.58,665.08,NA,NA,1
gusty,5,0.78,8,7,1528,"g""Vst.i",5,2,JJ,712.94,673.89,9.15,3.12,NA
gut,3,2.7,13,20,659.5,"g""Vt",3,1,NN|VB,679.68,600.36,7.17,4.15,0.8125
Guthrie,7,NULL,0,0,1169.83,"g""V.Tri",5,2,NN,957.4,827.19,NA,NA,NA
Guthrie's,9,NULL,0,0,1026.38,"g""@Triz",6,2,NULL,1064.5,840.29,NA,NA,NA
gutless,7,1.73,0,1,1869.17,"g""Vt.l@s",6,2,JJ,833.81,744.96,11.17,1.75,NA
guts,4,3.08,10,9,775,"g""Vts",4,1,NN|VB,616.85,581.21,6.96,3.85,1
gutsy,5,1.54,0,0,638,"g""Vts.i",5,2,JJ,772.61,622.8,8.67,1.69,NA
gutted,6,1.69,4,7,2174.2,"g""V4.@d",5,2,VB,833.6,654.33,NA,NA,NA
gutter,6,2.43,5,10,2509.6,"g""V.4@`",4,2,NN,783.83,621.18,7.79,4.85,NA
guttered,8,NULL,1,5,3082.14,"g""V.4@`d",5,2,VB,804.04,664.92,NA,NA,NA
gutters,7,1.79,2,6,2336.17,"g""V.4@`z",5,2,NN,716.5,646.33,NA,NA,NA
guttersnipe,11,0.9,0,0,1789.1,"g""V.4@`.sn%aIp",8,3,NN,1325.86,968.36,11.67,NA,NA
guttural,8,0.95,0,0,1465.43,"g""V.4@`.r@l",7,3,JJ,786.63,807,14.67,2.46,NA
guy,3,4.59,6,28,195,"g""aI",2,1,NN,587.71,571.39,4.11,4.68,1
Guyana,6,0.9,0,0,1082.8,"gaI.""A.n@",5,3,NN,919.48,891.82,NA,NA,NA
guys,4,4.51,4,18,208,"g""aIz",3,1,NN,608.82,616.7,NA,NA,1
guy's,5,NULL,1,18,382.75,"g""aIz",3,1,encl,663.86,616.41,NA,NA,NA
guzzle,6,1.11,3,4,787.6,"g""V.zl=",4,2,VB,835.48,634.64,10.33,3.36,NA
guzzled,7,0.78,3,3,1403.83,"g""V.zl=d",5,2,VB|JJ,728,657.63,NA,NA,NA
guzzler,7,1.86,2,2,1683.33,"g""V.zl=.@`",5,3,NN,748.95,645.65,11.72,3.07,NA
Gwen,4,NULL,1,3,1438,"gw""En",4,1,NN,732.8,650.43,NA,NA,NA
gym,3,2.97,3,15,138.5,"dZ""Im",3,1,NN,678.91,645.43,6.00,4.83,1
gymnasium,9,1.86,0,0,700,"dZIm.n""e.Z@m",8,3,NN,838.96,734.56,6.63,4.81,NA
gymnast,7,1.49,0,0,1130.33,"dZ""Im.nast",7,2,NN,787.21,728.16,6.74,4.85,NA
gymnastic,9,0.6,0,0,1731.38,"dZIm.n""ast.Ik",9,3,JJ,733.97,738.59,7.06,3.83,NA
gymnastics,10,1.9,0,0,1550.22,"dZIm.n""ast.Iks",10,3,NN,731.24,731.04,7.74,4.04,NA
gymnasts,8,1.04,0,0,1112.57,"dZ""Im.nasts",8,2,NN,967.75,720.08,NA,NA,NA
gyms,4,0.95,2,11,158,"dZ""Imz",4,1,NN,683.76,731.64,NA,NA,1
gynecological,13,0.3,0,0,1440.83,"g%aIn@k@l""AdZIk@l",13,6,NULL,984,983.59,NA,2.93,NA
gyp,3,1.51,2,19,124.5,"""dZIp",3,1,VB|NN,1013,860.69,9.25,NA,1
gypsies,7,2.09,0,0,1332.5,"dZ""Ip.siz",6,2,NN,689.27,665.22,NA,NA,NA
gypsum,6,1.15,0,1,409,"dZ""Ip.sm=",5,2,NN,737.5,820.75,14.33,NA,NA
gynecologist,12,1.86,0,0,1495.91,"g%aI.n@.k""A.l@.dZIst",12,5,NN,970.8,875.83,NA,4.39,NA
gynecologists,13,0.9,0,0,1455.08,"g%aI.n@.k""A.l@.dZIsts",13,5,NN,1079.3,847.08,NA,NA,NA
gypsy,5,2.53,0,2,195.5,"dZ""Ip.si",5,2,NN,813.91,672.92,8.95,4.45,NA
gyrate,6,0.7,0,0,2376.2,"dZ""aI.ret",5,2,VB,984.54,884.33,13.67,3.75,NA
gyration,8,0.3,0,0,2768.14,"dZaI.r""e.Sn=",6,3,NN,1091.7,971.33,15.56,3.56,NA
gyrations,9,0.6,0,0,2654.13,"dZaI.r""e.Sn=z",7,3,NN,1125.91,1144.79,NA,NA,NA
gyro,4,1.23,0,1,779.33,"dZ""aI.ro",4,2,NN,719.85,754.86,11.71,4.46,NA
gyros,5,0.9,0,0,795.75,"dZ""aI.roz",5,2,NN,731.04,847.57,NA,NA,NA
gyroscope,9,1,0,0,1118.38,"dZ""aI.r@.sk%op",8,3,NN,1008,965.24,12.69,4.25,NA
gyroscopes,10,NULL,0,0,1492.89,"dZ""aI.r@.sk%ops",9,3,NN,902.37,990.14,NA,NA,NA
haberdasheries,14,NULL,0,0,2277.46,"h""a.b@`.d%a.S@`.iz",10,5,NN,1252.92,1103.2,NA,NA,NA
haberdashery,12,0.9,0,0,1965.91,"h""a.b@`.d%a.S@`.i",9,5,NN,1351.13,998.57,12.82,NA,NA
habilitate,10,NULL,0,0,2175.22,"h@.b""I.l@.tet",9,4,VB,988.13,852.72,NA,NA,NA
habit,5,2.87,0,2,1236,"h""a.b@t",5,2,NN,636.56,619.04,7.67,2.76,NA
habitable,9,1.04,0,0,1552.88,"h""a.b@.4@.bl=",8,4,JJ,906.5,810.24,12.17,2.21,NA
habitants,9,NULL,0,0,1791,"h""a.b@.4@nts",9,3,NN,810.87,727.96,NA,NA,NA
habitat,7,2.06,0,0,1833.67,"h""a.b@.tat",7,3,NN,710.38,716.74,9.44,3.9,NA
haggling,8,1.36,1,1,2309.43,"h""a.gl=.IN",6,3,NN|VB,853.67,691.67,NA,NA,NA
haha,4,1.4,0,0,786,"""hA.hA",4,2,NULL,774.4,665.74,NA,NA,NA
haiku,5,1.4,0,3,544.75,"h""aI.ku",4,2,NN,766.57,784.29,11.94,3.58,NA
habitation,10,1.08,0,0,2543.67,"h%a.b@.t""e.Sn=",8,4,NN,854.85,802.48,10.65,3.08,NA
habits,6,2.5,0,1,1190,"h""a.b@ts",6,2,NN,623.65,534.37,NA,NA,NA
habitual,8,1.43,0,0,1312,"h@.b""I.tSu@l",8,3,JJ,746.5,687.78,11.53,2,NA
habituate,9,0.6,0,0,1837,"h@.b""I.tSu.et",8,4,VB,826.52,825.75,13.65,NA,NA
hacienda,8,1.52,0,0,1565.71,"h%a.si.""En.4@",8,4,NN,888.13,857.57,11.59,4.26,NA
hack,4,2.64,15,34,1183.67,"h""ak",3,1,NN|VB,671.48,610.15,11.16,3.1,1
hacked,6,2.33,6,14,1786.8,"h""akt",4,1,VB,607.9,642.6,NA,2.62,1
hackers,7,1.78,3,8,2013.33,"h""ak.@`z",5,2,NN,731.78,641.7,NA,NA,NA
hacking,7,1.93,7,12,2465.17,"h""ak.IN",5,2,JJ|VB|NN,697.83,617.54,NA,3.62,NA
hackles,7,0.6,1,3,1932.17,"h""a.kl=z",5,2,NN,679.92,631.85,NA,NA,NA
hackney,7,0.48,0,0,1027.83,"h""ak.ni",5,2,NN,765.81,694.35,16.22,NA,NA
hacksaw,7,1.38,0,0,792.17,"h""ak.sO",5,2,NN,840.52,672.54,11.53,4.96,NA
hackwork,8,0.3,0,0,992.14,"""hak%w@`k",6,2,NULL,964.18,735,12.33,NA,NA
had,3,4.93,17,34,1098,"h""ad",3,1,VB,645.21,538.81,NA,1.77,NA
haddock,7,1.08,1,4,763.5,"h""a.4@k",5,2,NN,814.31,706.14,13.00,NA,NA
Hades,5,1.92,4,3,2321.5,"h""e.4iz",5,2,NN,788.79,693.13,NA,NA,NA
hadn't,6,NULL,1,2,492.8,"h""ad.n=t",5,2,encl,724.37,668.54,NA,NA,NA
hag,3,1.96,19,26,964.5,"h""ag",3,1,NN,696.47,599.67,10.00,3.68,1
haggard,7,1.76,1,3,1062.5,"h""a.g@`d",5,2,JJ|NN,683.39,686.5,11.17,2.64,NA
haggardly,9,NULL,0,0,1028.88,"h""a.g@`d.li",7,3,RB,891.45,792.24,NA,2,NA
haggle,6,1.58,2,3,1204,"h""a.gl=",4,2,VB,680.96,614.41,12.75,2.93,NA
hail,4,2.79,14,41,1165.33,"h""el",3,1,NN|VB,652.69,640.07,7.90,4.32,1
hailed,6,1.64,7,18,2279.4,"h""eld",4,1,VB,677.66,608.44,NA,NA,1
hails,5,1.36,12,30,977.75,"h""elz",4,1,VB,639.32,635.85,NA,NA,1
hailstone,9,0.48,0,0,1965.38,"h""el.st%on",7,2,NN,938.69,673.39,10.14,4.57,NA
hailstorm,9,1.04,0,0,1522.38,"h""el.st%Orm",8,2,NN,721.83,671.15,8.16,4.66,NA
hair,4,3.89,5,32,957.67,"h""Er",3,1,NN,530.85,553.59,3.17,1,1
hairbreadth,11,NULL,0,0,1245.7,"h""Er.br%EtT",8,2,NN,936.25,846,NA,NA,NA
hairbrush,9,1.58,0,0,892.13,"h""Er.br%VS",7,2,NN,659.39,618.75,4.70,4.75,NA
haircloth,9,NULL,0,0,947.63,"h""Er.kl%OT",7,2,NN,870.66,691.38,NA,NA,NA
haircut,7,2.63,0,0,817.33,"h""Er.k%Vt",6,2,NN,647.79,602.39,4.05,4.77,NA
haircuts,8,1.72,0,0,844.29,"h""Er.k%Vts",7,2,NN,677.94,655.7,NA,NA,NA
hairdo,6,1.83,0,0,817.8,"h""Er.d%u",5,2,NN,853.64,742.46,6.39,4.07,NA
hairdos,7,0.85,0,0,822.33,"h""Er.d%uz",6,2,NN,800.21,813.81,NA,NA,NA
hairdresser,11,2.1,0,0,2269.2,"h""Er.dr%Es.@`",8,3,NN,783.75,722.22,6.65,4.79,NA
hairier,7,1.08,0,2,2193.67,"h""Er.i@`",5,2,JJ,1020.27,745.72,NA,NA,NA
hairless,8,1.49,0,2,1804.57,"h""Er.l@s",6,2,JJ,771.19,623.54,8.67,4.52,NA
hairline,8,1.8,0,2,2153.43,"h""Er.l%aIn",6,2,NN,720.66,599.96,9.68,4.46,NA
hairnet,7,1.11,0,0,1162.5,"h""Er.n%Et",6,2,NN,726.52,719.5,8.70,4.96,NA
hairpiece,9,1.3,0,1,1018.63,"h""Er.p%is",6,2,NN,757.13,639.12,10.83,4.82,NA
hairpin,7,1.28,0,0,1809.5,"h""Er.p%In",6,2,NN,818.39,654.86,8.17,4.83,NA
hairs,5,2.42,6,28,1085.5,"h""Erz",4,1,NN,586.19,565.96,NA,NA,1
hairspring,10,NULL,0,0,2244.78,"h""Er.spr%IN",8,2,NN,1041.5,662.48,NA,NA,NA
hairstyle,9,1.56,0,0,1514.88,"h""Er.st%aIl",7,2,NN,687.35,630.14,7.11,3.9,NA
hairstylist,11,0.9,0,0,1777.5,"h""Er.st%aIl.Ist",10,3,NN,832.64,720.41,8.50,4.79,NA
hairy,5,2.51,4,20,876.75,"h""Er.i",4,2,JJ|NN,611.79,632.75,5.70,4.48,NA
Haiti,5,1.9,0,9,2250.75,"h""e.4i",4,2,NN,764.81,718.74,NA,NA,NA
Haitian,7,1.72,0,4,2270.17,"h""e.Sn=",4,2,JJ|NN,921.96,837,NA,NA,NA
Hal,3,NULL,9,31,2104.5,"h""al",3,1,NN,661.15,678.57,NA,NA,NA
hale,4,1.95,19,41,2541.67,"h""el",3,1,NN|JJ|VB,643.4,572.76,10.90,NA,NA
Hale's,6,NULL,2,30,1763.4,"h""elz",4,1,NULL,748.64,645.39,NA,NA,NA
half,4,4.01,5,18,1436.67,"h""af",3,1,NN|minor|VB,548.41,577.28,5.45,1,NA
halfback,8,1.45,0,1,1071.29,"h""af.b%ak",6,2,NN,667.94,621.54,9.67,4,NA
halfbacks,9,0.48,0,0,967.38,"h""af.b%aks",7,2,NN,701.65,639.78,NA,NA,NA
halfhearted,11,NULL,0,0,2072.9,"h%af.h""Ar4.@d",9,3,JJ,819.64,719.19,NA,1.58,NA
halfpence,9,0.3,0,1,1602.63,"h""e.p@ns",6,2,NN,825.52,683.21,NA,NA,NA
halfpenny,9,0.6,0,1,1289.13,"h""e.p@.ni",6,3,NN|JJ,890.15,711.44,11.07,3.92,NA
halftime,8,1.84,0,0,1696.29,"h%af.t""aIm",6,2,NN|JJ,620.31,660.33,7.61,2.58,NA
halftone,8,NULL,0,0,1816.71,"h""af.t%on",6,2,NN,883.44,663.58,NA,2.88,NA
halfway,7,2.83,1,1,899.83,"h%af.w""e",5,2,RB|JJ,608.24,609.07,NA,3.07,NA
halfways,8,NULL,1,0,804.71,"h%af.w""ez",6,2,RB,737.97,595.88,NA,NA,NA
halibut,7,1.43,0,0,1468.5,"h""a.l@.b@t",7,3,NN,779.18,789.48,12.11,NA,NA
halitosis,9,1.15,0,0,1975.25,"h%a.lI.t""o.sIs",9,4,NN,920,854.89,14.67,3.61,NA
hall,4,3.42,17,33,1942,"h""Ol",3,1,NN,597.91,646.65,5.35,4.67,0.933333
hallelujah,10,2.68,0,0,1306,"h%a.l@.l""u.j@",8,4,minor,893.69,749.15,NA,1.67,NA
hallelujahs,11,0.78,0,0,1182.7,"h%a.l@.l""u.j@z",9,4,NN,1042.67,888.48,NA,NA,NA
hallmark,8,1.82,0,0,1549.43,"h""Ol.m%Ark",7,2,NN|VB,664.56,616.89,10.42,2.89,NA
hallmarks,9,0.9,0,0,1385.75,"h""Ol.m%Arks",8,2,NN|VB,649.64,656.25,NA,NA,NA
hallow,6,1,6,10,1596.2,"h""a.lo",4,2,VB,679.56,588.68,10.79,2.23,NA
hallowed,8,2.07,1,1,1850,"h""a.lod",5,2,JJ|VB,807.97,632.54,11.22,1.86,NA
Halloween,9,2.82,0,0,1643.88,"h%a.lo.""in",6,3,NN,621.36,614.29,NA,NA,NA
halls,5,2.31,11,21,1560.25,"h""Olz",4,1,NN,632.15,585.07,NA,NA,1
hall's,6,NULL,4,21,1379.2,"h""Olz",4,1,encl,725.7,641.26,NA,NA,NA
hallucinate,11,1.2,0,0,2473.5,"h@.l""u.s@.net",9,4,VB,913.39,710.46,10.53,2.52,NA
hallucinating,13,2,0,0,2994.25,"h@.l""u.s@.n%e4.IN",11,5,VB|NN|JJ,948.19,821.39,NA,NA,NA
hallucination,13,1.96,0,0,2685.92,"h@.l%u.s@.n""e.Sn=",10,5,NN,767.53,718.81,14.28,2.14,NA
hallucinations,14,2.08,0,0,2622.08,"h@.l%u.s@.n""e.Sn=z",11,5,NN,853.94,747.23,NA,NA,NA
hallucinogenic,14,1.26,0,0,1913.38,"h@.l%u.s@.n@.dZ""En.Ik",13,6,JJ,1194.04,922.7,14.42,2.76,NA
hallway,7,2.69,1,0,1156.5,"h""Ol.w%e",5,2,NN,741.78,644.52,5.38,4.74,NA
hallways,8,1.64,1,0,1024.71,"h""Ol.w%ez",6,2,NN,655.76,648.64,NA,NA,NA
halo,4,1.92,4,6,1892.67,"h""e.lo",4,2,NN,747.19,661.29,6.39,4.03,NA
halogens,8,0.3,0,0,1866.71,"h""a.l@.dZ@nz",8,3,NN,812.24,754.04,NA,NA,NA
halos,5,0.78,3,1,1630.75,"h""e.loz",5,2,NN,753.8,691.6,NA,NA,NA
Hal's,5,NULL,4,18,1319.75,"h""alz",4,1,encl,704.21,673.78,NA,NA,NA
halt,4,2.76,9,12,1526.67,"h""Olt",4,1,NN|VB,601.59,576.85,8.11,3.38,1
halted,6,1.28,3,3,2692,"h""Olt.@d",6,2,VB,642.48,634.78,NA,NA,NA
halter,6,1.43,5,4,3027.4,"h""Ol.t@`",5,2,NN,698.29,603.96,10.55,3.5,NA
halting,7,0.9,1,2,3361.83,"h""Olt.IN",6,2,VB,762,600.45,NA,2.9,NA
haltingly,9,0.48,0,0,2768.88,"h""Olt.IN.li",8,3,RB,874,812.35,NA,2.14,NA
halts,5,0.6,4,6,1396.5,"h""Olts",5,1,NN|VB,734.59,623.32,NA,NA,1
halve,5,0.9,3,16,1554.25,"h""av",3,1,VB,845.5,644.84,7.53,3.81,1
halves,6,1.76,3,7,2141.2,"h""avz",4,1,NN,735.47,634.88,NA,3.93,1
ham,3,2.77,18,33,1045,"h""am",3,1,NN|VB,632.42,597.12,4.10,4.9,1
hamburger,9,2.6,0,0,1508.88,"h""am.b%3`g.@`",7,3,NN,661.63,624.48,5.21,5,NA
hamburgers,10,2.07,0,0,1504.44,"h""am.b%3`g.@`z",8,3,NN,753.16,620.54,NA,NA,NA
Hamilton,8,2.58,0,0,1605.29,"h""a.ml=.t@n",7,3,NN,757.71,737.08,NA,NA,NA
Hamiltonian,11,0.3,0,0,1735.8,"h%a.ml=.t""on.i@n",10,4,JJ|NN,1248.17,1097.07,NA,NA,NA
Hamiltonians,12,NULL,0,0,1746.73,"h%a.ml=.t""on.i@nz",11,4,NN,1069.44,1084.4,NA,NA,NA
Hamilton's,10,NULL,0,0,1382.78,"h""a.ml=.t@nz",8,3,encl,805.21,688.15,NA,NA,NA
hamlet,6,2.37,0,0,1379.4,"h""am.l@t",6,2,NN,675.82,597.52,11.35,3.58,NA
hammer,6,2.8,2,6,2075,"h""a.m@`",4,2,NN|VB,618,600.41,5.42,1,NA
hammered,8,1.98,1,2,2771.71,"h""a.m@`d",5,2,VB,710.81,632.86,NA,NA,NA
hammerless,10,NULL,0,0,2237.11,"h""a.m@`.l@s",7,3,JJ,1049.31,825.22,NA,NA,NA
hammock,7,1.86,0,3,837.83,"h""a.m@k",5,2,NN,699.61,630,7.11,4.89,NA
hamper,6,1.86,6,4,2158.6,"h""am.p@`",5,2,VB|NN,720.25,712.52,6.80,4.21,NA
hampered,8,0.9,2,2,2831.43,"h""am.p@`d",6,2,VB,814.07,628.04,NA,NA,NA
hampers,7,0.3,2,2,2043.67,"h""am.p@`z",6,2,NN|VB,806.24,644.79,NA,NA,NA
Hampshire,9,2.08,0,0,1375.75,"h""amp.SaIr",7,2,NN,785.71,755.48,NA,NA,NA
hams,4,1.48,4,14,762.33,"h""amz",4,1,NN|VB,593.47,595.52,NA,NA,1
hamster,7,2.04,0,0,2734.83,"h""am.st@`",6,2,NN,747.91,613.27,4.37,4.86,NA
hamstring,9,1.04,0,0,2653.5,"h""am.str%IN",8,2,VB|NN,802.97,722.61,9.74,4.72,NA
Hancock,7,NULL,0,1,1681.67,"h""aN.kAk",6,2,NN,772.15,609.35,NA,NA,NA
hand,4,4.15,9,13,2130,"h""and",4,1,NN|VB,598.39,578.19,2.74,1,0.923077
handbag,7,2.13,1,1,1333.83,"h""and.b%ag",7,2,NN,623.79,650.93,7.95,4.93,NA
handball,8,1.46,1,1,1700,"h""and.b%Ol",7,2,NN,664.24,685.11,8.69,4.48,NA
handbarrow,10,NULL,0,0,1510.11,"""hand%baro",8,3,NN,952.84,829.76,NA,3.7,NA
handbill,8,1.04,1,1,1443.86,"h""and.b%Il",7,2,NN,745.79,713,12.21,NA,NA
handbook,8,1.72,0,0,1194.43,"h""and.b%Uk",7,2,NN,614.59,605.59,8.89,4.64,NA
handbooks,9,0.48,0,0,1075.13,"h""and.b%Uks",8,2,NN,664.03,595.43,NA,NA,NA
handbrake,9,1,0,0,1419.5,"h""and.br%ek",8,2,NN,842.65,698.67,8.05,4.69,NA
handcart,8,0.7,0,0,1742,"h""and.k%Art",8,2,NN,899.68,808.38,7.31,4.67,NA
godlike,7,1.34,0,0,824,"g""Ad.l%aIk",6,2,JJ|RB,814.1,630.9,7.55,2.32,NA
godliness,9,1.26,0,0,2398.25,"g""Ad.li.n@s",8,3,NN,891.52,750.21,9.14,1.41,NA
godly,5,1.2,1,0,688,"g""Ad.li",5,2,JJ,706.41,659.92,8.84,1.69,NA
godmother,9,1.92,0,0,1510.13,"g""Ad.m%V.D@`",7,3,NN,708.06,671.19,6.95,3.72,NA
godparent,9,0.7,0,0,2045,"g""Ad.p%E.r@nt",9,3,NN,782,669.85,7.71,4,NA
gods,4,3.04,5,9,437,"g""Adz",4,1,NN,612.81,565.21,NA,NA,1
God's,5,NULL,1,9,496,"g""Adz",4,1,encl,650.5,600.85,NA,NA,NA
